experiment_id,hidden_sizes,learning_rate,batch_size,activation,init_scale,num_layers,total_neurons,avg_neurons,final_train_loss,final_val_loss,final_train_acc,final_val_acc,overfitting_gap
163,"[10, 15]",0.01,4,relu,0.05,2,25,12.5,0.10198396164114291,0.1042198076981004,0.975609756097561,0.975609756097561,0.0
164,"[10, 15]",0.01,4,relu,0.1,2,25,12.5,0.10132028417911264,0.10311112902831243,0.975609756097561,0.975609756097561,0.0
165,"[10, 15]",0.01,4,relu,0.5,2,25,12.5,0.08867117280930083,0.13900195711536498,0.975609756097561,0.975609756097561,0.0
166,"[10, 15]",0.01,4,sigmoid,0.05,2,25,12.5,0.6941236796334603,0.694126503277746,0.5,0.5,0.0
167,"[10, 15]",0.01,4,sigmoid,0.1,2,25,12.5,0.6940998528056507,0.6941324072771322,0.5,0.5,0.0
168,"[10, 15]",0.01,4,sigmoid,0.5,2,25,12.5,0.4899352318582594,0.5156405366554753,0.8682926829268293,0.8292682926829268,0.039024390243902474
169,"[10, 15]",0.01,8,relu,0.05,2,25,12.5,0.12224436308867688,0.12497099821424935,0.975609756097561,0.975609756097561,0.0
170,"[10, 15]",0.01,8,relu,0.1,2,25,12.5,0.1091534982248196,0.11121163512687343,0.975609756097561,0.975609756097561,0.0
171,"[10, 15]",0.01,8,relu,0.5,2,25,12.5,0.10069717331286064,0.1312235436625725,0.975609756097561,0.975609756097561,0.0
172,"[10, 15]",0.01,8,sigmoid,0.05,2,25,12.5,0.6931453002024276,0.693147697514638,0.5,0.5,0.0
173,"[10, 15]",0.01,8,sigmoid,0.1,2,25,12.5,0.6931282713924009,0.6931512148335074,0.6536585365853659,0.6219512195121951,0.03170731707317076
174,"[10, 15]",0.01,8,sigmoid,0.5,2,25,12.5,0.6806359364881501,0.6842439945040513,0.6146341463414634,0.5853658536585366,0.029268292682926855
175,"[10, 15]",0.01,16,relu,0.05,2,25,12.5,0.5960013537412618,0.6068581731040561,0.6487804878048781,0.6463414634146342,0.0024390243902439046
176,"[10, 15]",0.01,16,relu,0.1,2,25,12.5,0.16725236881731576,0.15712730161959182,0.975609756097561,0.9634146341463414,0.012195121951219523
177,"[10, 15]",0.01,16,relu,0.5,2,25,12.5,0.11245635128103225,0.1255149247847927,0.975609756097561,0.975609756097561,0.0
178,"[10, 15]",0.01,16,sigmoid,0.05,2,25,12.5,0.6931665900130164,0.6931688147085983,0.5,0.5,0.0
179,"[10, 15]",0.01,16,sigmoid,0.1,2,25,12.5,0.6931532613450939,0.6931725818653217,0.5,0.5,0.0
180,"[10, 15]",0.01,16,sigmoid,0.5,2,25,12.5,0.6903013497636014,0.6920952516147769,0.4292682926829268,0.4024390243902439,0.026829268292682895
181,"[10, 15]",0.05,4,relu,0.05,2,25,12.5,0.0962585304790668,0.10209426278395431,0.975609756097561,0.975609756097561,0.0
182,"[10, 15]",0.05,4,relu,0.1,2,25,12.5,0.09266470642604827,0.11061638580044536,0.975609756097561,0.975609756097561,0.0
183,"[10, 15]",0.05,4,relu,0.5,2,25,12.5,0.08174699864754836,0.16238644537425215,0.975609756097561,0.975609756097561,0.0
184,"[10, 15]",0.05,4,sigmoid,0.05,2,25,12.5,0.6979685316881608,0.6979640708316273,0.5,0.5,0.0
185,"[10, 15]",0.05,4,sigmoid,0.1,2,25,12.5,0.6979246076050236,0.6979780976978425,0.5,0.5,0.0
186,"[10, 15]",0.05,4,sigmoid,0.5,2,25,12.5,0.130306972141619,0.1424168450550038,0.975609756097561,0.975609756097561,0.0
187,"[10, 15]",0.05,8,relu,0.05,2,25,12.5,0.09789298506264892,0.10154884686858082,0.975609756097561,0.975609756097561,0.0
188,"[10, 15]",0.05,8,relu,0.1,2,25,12.5,0.09435056254588424,0.10769466446275977,0.975609756097561,0.975609756097561,0.0
189,"[10, 15]",0.05,8,relu,0.5,2,25,12.5,0.08271405322520962,0.1635843662707177,0.975609756097561,0.975609756097561,0.0
190,"[10, 15]",0.05,8,sigmoid,0.05,2,25,12.5,0.6936812666404424,0.6936833282488897,0.5,0.5,0.0
191,"[10, 15]",0.05,8,sigmoid,0.1,2,25,12.5,0.6936359306092721,0.6936861553556941,0.5,0.5,0.0
192,"[10, 15]",0.05,8,sigmoid,0.5,2,25,12.5,0.17889346193130987,0.20767030496636377,0.9414634146341463,0.9390243902439024,0.0024390243902439046
193,"[10, 15]",0.05,16,relu,0.05,2,25,12.5,0.10071207209414182,0.10297073047578174,0.975609756097561,0.975609756097561,0.0
194,"[10, 15]",0.05,16,relu,0.1,2,25,12.5,0.10039892936185948,0.10295003198031262,0.975609756097561,0.975609756097561,0.0
195,"[10, 15]",0.05,16,relu,0.5,2,25,12.5,0.08647359530282288,0.14454413860743512,0.975609756097561,0.975609756097561,0.0
196,"[10, 15]",0.05,16,sigmoid,0.05,2,25,12.5,0.6961372646116728,0.6961399134990414,0.5,0.5,0.0
