experiment_id,hidden_sizes,learning_rate,batch_size,activation,init_scale,num_layers,total_neurons,avg_neurons,final_train_loss,final_val_loss,final_train_acc,final_val_acc,overfitting_gap
197,"[10, 15]",0.05,16,sigmoid,0.1,2,25,12.5,0.6961120681581605,0.6961493899747431,0.5,0.5,0.0
198,"[10, 15]",0.05,16,sigmoid,0.5,2,25,12.5,0.34157230283428947,0.38865197474675794,0.875609756097561,0.8048780487804879,0.07073170731707312
199,"[10, 15]",0.1,4,relu,0.05,2,25,12.5,0.0863020434636322,0.13547364155907646,0.975609756097561,0.975609756097561,0.0
200,"[10, 15]",0.1,4,relu,0.1,2,25,12.5,0.08494152061968008,0.15184616648764163,0.975609756097561,0.975609756097561,0.0
201,"[10, 15]",0.1,4,relu,0.5,2,25,12.5,0.08200774891901785,0.17020551635453482,0.975609756097561,0.975609756097561,0.0
202,"[10, 15]",0.1,4,sigmoid,0.05,2,25,12.5,0.6983229896244663,0.6983965450584511,0.5,0.5,0.0
203,"[10, 15]",0.1,4,sigmoid,0.1,2,25,12.5,0.6983185658697768,0.6984220490336516,0.5,0.5,0.0
204,"[10, 15]",0.1,4,sigmoid,0.5,2,25,12.5,0.11666808465157885,0.13839947262037805,0.975609756097561,0.975609756097561,0.0
205,"[10, 15]",0.1,8,relu,0.05,2,25,12.5,0.09612837742577962,0.10178065950571506,0.975609756097561,0.975609756097561,0.0
206,"[10, 15]",0.1,8,relu,0.1,2,25,12.5,0.09158884191394288,0.11239446978435166,0.975609756097561,0.975609756097561,0.0
207,"[10, 15]",0.1,8,relu,0.5,2,25,12.5,0.08088291552934583,0.17894663308554426,0.975609756097561,0.975609756097561,0.0
208,"[10, 15]",0.1,8,sigmoid,0.05,2,25,12.5,0.6936295382487434,0.6936350901491364,0.5,0.5,0.0
209,"[10, 15]",0.1,8,sigmoid,0.1,2,25,12.5,0.6935798493324289,0.6936422520540603,0.5,0.5,0.0
210,"[10, 15]",0.1,8,sigmoid,0.5,2,25,12.5,0.1313087313192415,0.14588824383944088,0.975609756097561,0.975609756097561,0.0
211,"[10, 15]",0.1,16,relu,0.05,2,25,12.5,0.09785652896279347,0.10170964238662442,0.975609756097561,0.975609756097561,0.0
212,"[10, 15]",0.1,16,relu,0.1,2,25,12.5,0.09634144063890053,0.10377087395956516,0.975609756097561,0.975609756097561,0.0
213,"[10, 15]",0.1,16,relu,0.5,2,25,12.5,0.08196839749382193,0.1650519698721447,0.975609756097561,0.975609756097561,0.0
214,"[10, 15]",0.1,16,sigmoid,0.05,2,25,12.5,0.7003127113230058,0.7003111116908328,0.5,0.5,0.0
215,"[10, 15]",0.1,16,sigmoid,0.1,2,25,12.5,0.7002780322537784,0.7003262083090707,0.5,0.5,0.0
216,"[10, 15]",0.1,16,sigmoid,0.5,2,25,12.5,0.1767121507732142,0.19488500837540107,0.9536585365853658,0.9390243902439024,0.014634146341463428
217,"[10, 15, 10]",0.01,4,relu,0.05,3,35,11.666666666666666,0.6910164104451216,0.6910869759963628,0.7585365853658537,0.7682926829268293,-0.009756097560975618
218,"[10, 15, 10]",0.01,4,relu,0.1,3,35,11.666666666666666,0.09814882584796338,0.10362883877243029,0.975609756097561,0.975609756097561,0.0
219,"[10, 15, 10]",0.01,4,relu,0.5,3,35,11.666666666666666,0.08714275028831432,0.1349545164975282,0.975609756097561,0.975609756097561,0.0
220,"[10, 15, 10]",0.01,4,sigmoid,0.05,3,35,11.666666666666666,0.6931776102340786,0.6931775293643261,0.5,0.5,0.0
221,"[10, 15, 10]",0.01,4,sigmoid,0.1,3,35,11.666666666666666,0.6931797377387261,0.6931785163693197,0.5,0.5,0.0
222,"[10, 15, 10]",0.01,4,sigmoid,0.5,3,35,11.666666666666666,0.690154671052794,0.6901281249087127,0.6341463414634146,0.6951219512195121,-0.060975609756097504
223,"[10, 15, 10]",0.01,8,relu,0.05,3,35,11.666666666666666,0.6929482163044719,0.6929479468717191,0.6829268292682927,0.6463414634146342,0.03658536585365857
224,"[10, 15, 10]",0.01,8,relu,0.1,3,35,11.666666666666666,0.11201640095941215,0.11537706718874872,0.975609756097561,0.975609756097561,0.0
225,"[10, 15, 10]",0.01,8,relu,0.5,3,35,11.666666666666666,0.09009273444531624,0.12707312150990432,0.975609756097561,0.975609756097561,0.0
226,"[10, 15, 10]",0.01,8,sigmoid,0.05,3,35,11.666666666666666,0.6931474893874197,0.6931474022034841,0.5,0.5,0.0
227,"[10, 15, 10]",0.01,8,sigmoid,0.1,3,35,11.666666666666666,0.6931481501519221,0.6931468192994673,0.5,0.5,0.0
228,"[10, 15, 10]",0.01,8,sigmoid,0.5,3,35,11.666666666666666,0.6921291363357766,0.6919361478838255,0.624390243902439,0.6585365853658537,-0.034146341463414664
229,"[10, 15, 10]",0.01,16,relu,0.05,3,35,11.666666666666666,0.6930728794064258,0.6930687238798479,0.6926829268292682,0.7195121951219512,-0.02682926829268295
230,"[10, 15, 10]",0.01,16,relu,0.1,3,35,11.666666666666666,0.6608939200145837,0.6620548211268478,0.7195121951219512,0.7195121951219512,0.0
231,"[10, 15, 10]",0.01,16,relu,0.5,3,35,11.666666666666666,0.09396725758825848,0.12256941484704115,0.975609756097561,0.975609756097561,0.0
232,"[10, 15, 10]",0.01,16,sigmoid,0.05,3,35,11.666666666666666,0.6931629245601654,0.693162839221718,0.5,0.5,0.0
233,"[10, 15, 10]",0.01,16,sigmoid,0.1,3,35,11.666666666666666,0.6931648568073545,0.693163515115466,0.5,0.5,0.0
234,"[10, 15, 10]",0.01,16,sigmoid,0.5,3,35,11.666666666666666,0.6927521185812033,0.6924374391940704,0.6487804878048781,0.7073170731707317,-0.0585365853658536
235,"[10, 15, 10]",0.05,4,relu,0.05,3,35,11.666666666666666,0.09813516739678685,0.0994147612238045,0.975609756097561,0.975609756097561,0.0
236,"[10, 15, 10]",0.05,4,relu,0.1,3,35,11.666666666666666,0.08656482466693227,0.14942448314388504,0.975609756097561,0.975609756097561,0.0
237,"[10, 15, 10]",0.05,4,relu,0.5,3,35,11.666666666666666,0.08303570122830059,0.1890247803699187,0.975609756097561,0.975609756097561,0.0
238,"[10, 15, 10]",0.05,4,sigmoid,0.05,3,35,11.666666666666666,0.6936108579698135,0.693610661673596,0.5,0.5,0.0
239,"[10, 15, 10]",0.05,4,sigmoid,0.1,3,35,11.666666666666666,0.6936276717162594,0.6936269883921633,0.5,0.5,0.0
240,"[10, 15, 10]",0.05,4,sigmoid,0.5,3,35,11.666666666666666,0.1302277764278766,0.1409707348970124,0.975609756097561,0.975609756097561,0.0
241,"[10, 15, 10]",0.05,8,relu,0.05,3,35,11.666666666666666,0.09935562175212127,0.09952564165962625,0.975609756097561,0.975609756097561,0.0
242,"[10, 15, 10]",0.05,8,relu,0.1,3,35,11.666666666666666,0.09022057805549859,0.11889091088941935,0.975609756097561,0.975609756097561,0.0
243,"[10, 15, 10]",0.05,8,relu,0.5,3,35,11.666666666666666,0.07758148089129095,0.14971083083229894,0.975609756097561,0.975609756097561,0.0
244,"[10, 15, 10]",0.05,8,sigmoid,0.05,3,35,11.666666666666666,0.6933219281838363,0.6933218536715263,0.5,0.5,0.0
245,"[10, 15, 10]",0.05,8,sigmoid,0.1,3,35,11.666666666666666,0.6933379533986584,0.6933370540710856,0.5,0.5,0.0
246,"[10, 15, 10]",0.05,8,sigmoid,0.5,3,35,11.666666666666666,0.3205704169579533,0.37836204612186985,0.8585365853658536,0.8170731707317073,0.04146341463414638
247,"[10, 15, 10]",0.05,16,relu,0.05,3,35,11.666666666666666,0.12242079944412404,0.12510927483628445,0.975609756097561,0.975609756097561,0.0
248,"[10, 15, 10]",0.05,16,relu,0.1,3,35,11.666666666666666,0.09690974865669791,0.10401795395286735,0.975609756097561,0.975609756097561,0.0
249,"[10, 15, 10]",0.05,16,relu,0.5,3,35,11.666666666666666,0.08794586349982893,0.13234468491431656,0.975609756097561,0.975609756097561,0.0
250,"[10, 15, 10]",0.05,16,sigmoid,0.05,3,35,11.666666666666666,0.6936247466285705,0.6936246765943694,0.5,0.5,0.0
251,"[10, 15, 10]",0.05,16,sigmoid,0.1,3,35,11.666666666666666,0.6936506933332411,0.6936496119718782,0.5,0.5,0.0
252,"[10, 15, 10]",0.05,16,sigmoid,0.5,3,35,11.666666666666666,0.6885771611515538,0.6886550630874223,0.5,0.5,0.0
253,"[10, 15, 10]",0.1,4,relu,0.05,3,35,11.666666666666666,0.09619873008771372,0.09842575167321985,0.975609756097561,0.975609756097561,0.0
254,"[10, 15, 10]",0.1,4,relu,0.1,3,35,11.666666666666666,0.08722510909266173,0.1586157747962041,0.975609756097561,0.975609756097561,0.0
255,"[10, 15, 10]",0.1,4,relu,0.5,3,35,11.666666666666666,0.07452417065771656,0.16037520363213126,0.975609756097561,0.975609756097561,0.0
256,"[10, 15, 10]",0.1,4,sigmoid,0.05,3,35,11.666666666666666,0.6942360740080178,0.6942360856099103,0.5,0.5,0.0
257,"[10, 15, 10]",0.1,4,sigmoid,0.1,3,35,11.666666666666666,0.694239769879042,0.6942409967183757,0.5,0.5,0.0
258,"[10, 15, 10]",0.1,4,sigmoid,0.5,3,35,11.666666666666666,0.11443523376271214,0.1432893116327837,0.975609756097561,0.975609756097561,0.0
259,"[10, 15, 10]",0.1,8,relu,0.05,3,35,11.666666666666666,0.09774500381905729,0.09877967996947562,0.975609756097561,0.975609756097561,0.0
260,"[10, 15, 10]",0.1,8,relu,0.1,3,35,11.666666666666666,0.08802580656559576,0.13311042772240947,0.975609756097561,0.975609756097561,0.0
261,"[10, 15, 10]",0.1,8,relu,0.5,3,35,11.666666666666666,0.08598953945864667,0.19225331017598876,0.975609756097561,0.975609756097561,0.0
262,"[10, 15, 10]",0.1,8,sigmoid,0.05,3,35,11.666666666666666,0.6934862051270849,0.693486028240213,0.5,0.5,0.0
263,"[10, 15, 10]",0.1,8,sigmoid,0.1,3,35,11.666666666666666,0.693497659254435,0.6934970588415904,0.5,0.5,0.0
264,"[10, 15, 10]",0.1,8,sigmoid,0.5,3,35,11.666666666666666,0.1296713551852363,0.13914759296568305,0.975609756097561,0.975609756097561,0.0
265,"[10, 15, 10]",0.1,16,relu,0.05,3,35,11.666666666666666,0.09499580160732625,0.10630036080142073,0.975609756097561,0.975609756097561,0.0
266,"[10, 15, 10]",0.1,16,relu,0.1,3,35,11.666666666666666,0.08747389468175268,0.12716116703325703,0.975609756097561,0.975609756097561,0.0
267,"[10, 15, 10]",0.1,16,relu,0.5,3,35,11.666666666666666,0.0784236107360735,0.1519380493207339,0.975609756097561,0.975609756097561,0.0
268,"[10, 15, 10]",0.1,16,sigmoid,0.05,3,35,11.666666666666666,0.6946635268502148,0.6946634351368058,0.5,0.5,0.0
269,"[10, 15, 10]",0.1,16,sigmoid,0.1,3,35,11.666666666666666,0.6947523807379458,0.6947515132239015,0.5,0.5,0.0
270,"[10, 15, 10]",0.1,16,sigmoid,0.5,3,35,11.666666666666666,0.32111779583344524,0.37856352408136,0.8609756097560975,0.8170731707317073,0.04390243902439028
271,"[15, 10, 15]",0.01,4,relu,0.05,3,40,13.333333333333334,0.6785880193712548,0.6784655199947761,0.6731707317073171,0.6951219512195121,-0.02195121951219503
272,"[15, 10, 15]",0.01,4,relu,0.1,3,40,13.333333333333334,0.11033418379802236,0.16943384083671434,0.975609756097561,0.975609756097561,0.0
273,"[15, 10, 15]",0.01,4,relu,0.5,3,40,13.333333333333334,0.08640710247679403,0.14714876834670867,0.975609756097561,0.975609756097561,0.0
274,"[15, 10, 15]",0.01,4,sigmoid,0.05,3,40,13.333333333333334,0.6932105909486765,0.6932106019353894,0.5,0.5,0.0
275,"[15, 10, 15]",0.01,4,sigmoid,0.1,3,40,13.333333333333334,0.6932145877587613,0.6932147810801994,0.5,0.5,0.0
276,"[15, 10, 15]",0.01,4,sigmoid,0.5,3,40,13.333333333333334,0.6926819851508241,0.6927310526854557,0.5,0.5,0.0
277,"[15, 10, 15]",0.01,8,relu,0.05,3,40,13.333333333333334,0.6929144346453097,0.6929036040166157,0.6926829268292682,0.7073170731707317,-0.014634146341463428
278,"[15, 10, 15]",0.01,8,relu,0.1,3,40,13.333333333333334,0.12131296592294318,0.16389800816481967,0.975609756097561,0.975609756097561,0.0
279,"[15, 10, 15]",0.01,8,relu,0.5,3,40,13.333333333333334,0.09396486384138275,0.15021990084077885,0.975609756097561,0.975609756097561,0.0
280,"[15, 10, 15]",0.01,8,sigmoid,0.05,3,40,13.333333333333334,0.693149409219213,0.6931494209917125,0.5,0.5,0.0
281,"[15, 10, 15]",0.01,8,sigmoid,0.1,3,40,13.333333333333334,0.6931498837336743,0.6931500655451912,0.5,0.5,0.0
282,"[15, 10, 15]",0.01,8,sigmoid,0.5,3,40,13.333333333333334,0.6931041783182927,0.6930740608936959,0.4926829268292683,0.4878048780487805,0.004878048780487809
283,"[15, 10, 15]",0.01,16,relu,0.05,3,40,13.333333333333334,0.6930653932853112,0.6930660104893004,0.6951219512195121,0.7073170731707317,-0.012195121951219523
284,"[15, 10, 15]",0.01,16,relu,0.1,3,40,13.333333333333334,0.6348754867918867,0.630393529898493,0.8707317073170732,0.926829268292683,-0.056097560975609806
285,"[15, 10, 15]",0.01,16,relu,0.5,3,40,13.333333333333334,0.10108742421087165,0.1505566865812393,0.975609756097561,0.975609756097561,0.0
286,"[15, 10, 15]",0.01,16,sigmoid,0.05,3,40,13.333333333333334,0.693184964455743,0.6931849757534889,0.5,0.5,0.0
287,"[15, 10, 15]",0.01,16,sigmoid,0.1,3,40,13.333333333333334,0.6931873121172255,0.6931874738979341,0.5,0.5,0.0
288,"[15, 10, 15]",0.01,16,sigmoid,0.5,3,40,13.333333333333334,0.6933983755074357,0.6933347639276284,0.5,0.5,0.0
289,"[15, 10, 15]",0.05,4,relu,0.05,3,40,13.333333333333334,0.0861045534977676,0.1355012075433801,0.975609756097561,0.975609756097561,0.0
290,"[15, 10, 15]",0.05,4,relu,0.1,3,40,13.333333333333334,0.08577807264428453,0.12091461638817323,0.975609756097561,0.975609756097561,0.0
291,"[15, 10, 15]",0.05,4,relu,0.5,3,40,13.333333333333334,0.07239273631419652,0.17729440195548754,0.975609756097561,0.975609756097561,0.0
292,"[15, 10, 15]",0.05,4,sigmoid,0.05,3,40,13.333333333333334,0.6943015510695347,0.6943017061714434,0.5,0.5,0.0
293,"[15, 10, 15]",0.05,4,sigmoid,0.1,3,40,13.333333333333334,0.6943500811073262,0.694350585605892,0.5,0.5,0.0
294,"[15, 10, 15]",0.05,4,sigmoid,0.5,3,40,13.333333333333334,0.10868928391492623,0.14326666974404612,0.975609756097561,0.9634146341463414,0.012195121951219523
295,"[15, 10, 15]",0.05,8,relu,0.05,3,40,13.333333333333334,0.09602590999316944,0.1182517040433155,0.975609756097561,0.975609756097561,0.0
296,"[15, 10, 15]",0.05,8,relu,0.1,3,40,13.333333333333334,0.10422929874014071,0.13971225117073136,0.975609756097561,0.975609756097561,0.0
297,"[15, 10, 15]",0.05,8,relu,0.5,3,40,13.333333333333334,0.08376192197207359,0.15553930817976502,0.975609756097561,0.975609756097561,0.0
298,"[15, 10, 15]",0.05,8,sigmoid,0.05,3,40,13.333333333333334,0.6937129428278082,0.6937129856905103,0.5,0.5,0.0
299,"[15, 10, 15]",0.05,8,sigmoid,0.1,3,40,13.333333333333334,0.6937473151979188,0.6937475738799977,0.5,0.5,0.0
300,"[15, 10, 15]",0.05,8,sigmoid,0.5,3,40,13.333333333333334,0.6480610187689768,0.6526730229236496,0.6463414634146342,0.7317073170731707,-0.08536585365853655
301,"[15, 10, 15]",0.05,16,relu,0.05,3,40,13.333333333333334,0.11729021293612273,0.1291094382106923,0.975609756097561,0.975609756097561,0.0
302,"[15, 10, 15]",0.05,16,relu,0.1,3,40,13.333333333333334,0.10571763239721339,0.15504237162030748,0.975609756097561,0.975609756097561,0.0
303,"[15, 10, 15]",0.05,16,relu,0.5,3,40,13.333333333333334,0.08429877289928078,0.15304506188569797,0.975609756097561,0.975609756097561,0.0
304,"[15, 10, 15]",0.05,16,sigmoid,0.05,3,40,13.333333333333334,0.694108367785392,0.6941083887308747,0.5,0.5,0.0
305,"[15, 10, 15]",0.05,16,sigmoid,0.1,3,40,13.333333333333334,0.6941566857286043,0.6941569028274451,0.5,0.5,0.0
306,"[15, 10, 15]",0.05,16,sigmoid,0.5,3,40,13.333333333333334,0.6939220251260109,0.6940211159987493,0.5,0.5,0.0
307,"[15, 10, 15]",0.1,4,relu,0.05,3,40,13.333333333333334,0.08488122083812392,0.13479653534483133,0.975609756097561,0.975609756097561,0.0
308,"[15, 10, 15]",0.1,4,relu,0.1,3,40,13.333333333333334,0.08659035551963382,0.18198664843189902,0.975609756097561,0.975609756097561,0.0
309,"[15, 10, 15]",0.1,4,relu,0.5,3,40,13.333333333333334,0.07676918472948674,0.2317115311425209,0.975609756097561,0.975609756097561,0.0
310,"[15, 10, 15]",0.1,4,sigmoid,0.05,3,40,13.333333333333334,0.6944267331916856,0.6944267545145333,0.5,0.5,0.0
311,"[15, 10, 15]",0.1,4,sigmoid,0.1,3,40,13.333333333333334,0.6944387498669634,0.6944387702651509,0.5,0.5,0.0
312,"[15, 10, 15]",0.1,4,sigmoid,0.5,3,40,13.333333333333334,0.09958668391834812,0.11877380146990979,0.975609756097561,0.975609756097561,0.0
313,"[15, 10, 15]",0.1,8,relu,0.05,3,40,13.333333333333334,0.08652299979293415,0.13357774888391827,0.975609756097561,0.975609756097561,0.0
314,"[15, 10, 15]",0.1,8,relu,0.1,3,40,13.333333333333334,0.08660731015710277,0.1671192968406353,0.975609756097561,0.975609756097561,0.0
315,"[15, 10, 15]",0.1,8,relu,0.5,3,40,13.333333333333334,0.08156409360857882,0.15246977995665453,0.975609756097561,0.975609756097561,0.0
316,"[15, 10, 15]",0.1,8,sigmoid,0.05,3,40,13.333333333333334,0.6939466063721461,0.6939467240362363,0.5,0.5,0.0
317,"[15, 10, 15]",0.1,8,sigmoid,0.1,3,40,13.333333333333334,0.6939770432465979,0.6939773706339027,0.5,0.5,0.0
318,"[15, 10, 15]",0.1,8,sigmoid,0.5,3,40,13.333333333333334,0.10793421196372414,0.1394554115087934,0.975609756097561,0.9634146341463414,0.012195121951219523
319,"[15, 10, 15]",0.1,16,relu,0.05,3,40,13.333333333333334,0.09738055442406082,0.11085767137555597,0.975609756097561,0.975609756097561,0.0
320,"[15, 10, 15]",0.1,16,relu,0.1,3,40,13.333333333333334,0.09652009628856596,0.12749005515980275,0.975609756097561,0.975609756097561,0.0
321,"[15, 10, 15]",0.1,16,relu,0.5,3,40,13.333333333333334,0.07767792420898402,0.19175614875395972,0.975609756097561,0.9634146341463414,0.012195121951219523
322,"[15, 10, 15]",0.1,16,sigmoid,0.05,3,40,13.333333333333334,0.6967122464144897,0.6967123835022012,0.5,0.5,0.0
323,"[15, 10, 15]",0.1,16,sigmoid,0.1,3,40,13.333333333333334,0.696882656540883,0.6968832668947289,0.5,0.5,0.0
324,"[15, 10, 15]",0.1,16,sigmoid,0.5,3,40,13.333333333333334,0.6585693468482604,0.6623045678231085,0.5,0.5,0.0
325,"[30, 15, 10]",0.01,4,relu,0.05,3,55,18.333333333333332,0.1362562134798299,0.15073291515940038,0.975609756097561,0.975609756097561,0.0
326,"[30, 15, 10]",0.01,4,relu,0.1,3,55,18.333333333333332,0.10705299477846693,0.11487134114292372,0.975609756097561,0.975609756097561,0.0
327,"[30, 15, 10]",0.01,4,relu,0.5,3,55,18.333333333333332,0.09482374067411031,0.1831449416360616,0.975609756097561,0.9634146341463414,0.012195121951219523
328,"[30, 15, 10]",0.01,4,sigmoid,0.05,3,55,18.333333333333332,0.6934615869203931,0.6934619500259347,0.5,0.5,0.0
329,"[30, 15, 10]",0.01,4,sigmoid,0.1,3,55,18.333333333333332,0.6934612684276156,0.693466816067774,0.5,0.5,0.0
330,"[30, 15, 10]",0.01,4,sigmoid,0.5,3,55,18.333333333333332,0.3666688986171008,0.36311655341873544,0.9658536585365853,0.9512195121951219,0.014634146341463428
331,"[30, 15, 10]",0.01,8,relu,0.05,3,55,18.333333333333332,0.6929641880088866,0.6929472042956373,0.5,0.5,0.0
332,"[30, 15, 10]",0.01,8,relu,0.1,3,55,18.333333333333332,0.12180702658212429,0.13241463347303492,0.975609756097561,0.975609756097561,0.0
333,"[30, 15, 10]",0.01,8,relu,0.5,3,55,18.333333333333332,0.12341609249725259,0.17584167648301252,0.975609756097561,0.975609756097561,0.0
334,"[30, 15, 10]",0.01,8,sigmoid,0.05,3,55,18.333333333333332,0.6935110779843445,0.6935114514282625,0.5,0.5,0.0
335,"[30, 15, 10]",0.01,8,sigmoid,0.1,3,55,18.333333333333332,0.6935105754450602,0.6935161220521567,0.5,0.5,0.0
336,"[30, 15, 10]",0.01,8,sigmoid,0.5,3,55,18.333333333333332,0.6781334896292662,0.6797525513552574,0.6121951219512195,0.5975609756097561,0.014634146341463428
337,"[30, 15, 10]",0.01,16,relu,0.05,3,55,18.333333333333332,0.692713655348682,0.6927573883647801,0.5,0.5,0.0
338,"[30, 15, 10]",0.01,16,relu,0.1,3,55,18.333333333333332,0.15419663545269688,0.17028123773241072,0.975609756097561,0.975609756097561,0.0
339,"[30, 15, 10]",0.01,16,relu,0.5,3,55,18.333333333333332,0.08822958742579033,0.13100743690331618,0.975609756097561,0.975609756097561,0.0
340,"[30, 15, 10]",0.01,16,sigmoid,0.05,3,55,18.333333333333332,0.6931690621524703,0.6931694245214123,0.5,0.5,0.0
341,"[30, 15, 10]",0.01,16,sigmoid,0.1,3,55,18.333333333333332,0.6931660280098179,0.6931714613793313,0.5,0.5,0.0
342,"[30, 15, 10]",0.01,16,sigmoid,0.5,3,55,18.333333333333332,0.6883142663343725,0.6892689172037287,0.5341463414634147,0.43902439024390244,0.09512195121951222
343,"[30, 15, 10]",0.05,4,relu,0.05,3,55,18.333333333333332,0.08684400312852238,0.13711963052280432,0.975609756097561,0.975609756097561,0.0
344,"[30, 15, 10]",0.05,4,relu,0.1,3,55,18.333333333333332,0.09954441654036224,0.13226001163635823,0.975609756097561,0.975609756097561,0.0
345,"[30, 15, 10]",0.05,4,relu,0.5,3,55,18.333333333333332,0.08320936239190205,0.24667780915923612,0.9780487804878049,0.9512195121951219,0.02682926829268295
346,"[30, 15, 10]",0.05,4,sigmoid,0.05,3,55,18.333333333333332,0.6950963886332469,0.6950966062929674,0.5,0.5,0.0
347,"[30, 15, 10]",0.05,4,sigmoid,0.1,3,55,18.333333333333332,0.695056688577607,0.6950591670800674,0.5,0.5,0.0
348,"[30, 15, 10]",0.05,4,sigmoid,0.5,3,55,18.333333333333332,0.11192201246324134,0.13452457236049256,0.975609756097561,0.975609756097561,0.0
349,"[30, 15, 10]",0.05,8,relu,0.05,3,55,18.333333333333332,0.11460677955856241,0.16068241236666506,0.973170731707317,0.9512195121951219,0.02195121951219514
350,"[30, 15, 10]",0.05,8,relu,0.1,3,55,18.333333333333332,0.1943463474405872,0.20241618565739922,0.9024390243902439,0.8780487804878049,0.024390243902439046
351,"[30, 15, 10]",0.05,8,relu,0.5,3,55,18.333333333333332,0.20064628835493847,0.29467435521330193,0.9048780487804878,0.8902439024390244,0.014634146341463428
352,"[30, 15, 10]",0.05,8,sigmoid,0.05,3,55,18.333333333333332,0.6966794995487338,0.6966799993266675,0.5,0.5,0.0
353,"[30, 15, 10]",0.05,8,sigmoid,0.1,3,55,18.333333333333332,0.6966571945538015,0.6966623869815416,0.5,0.5,0.0
354,"[30, 15, 10]",0.05,8,sigmoid,0.5,3,55,18.333333333333332,0.12865388462362912,0.1480975897895277,0.975609756097561,0.975609756097561,0.0
355,"[30, 15, 10]",0.05,16,relu,0.05,3,55,18.333333333333332,0.10690790580681336,0.14066714034549582,0.975609756097561,0.975609756097561,0.0
356,"[30, 15, 10]",0.05,16,relu,0.1,3,55,18.333333333333332,0.10280318193142955,0.11006482980985785,0.975609756097561,0.975609756097561,0.0
357,"[30, 15, 10]",0.05,16,relu,0.5,3,55,18.333333333333332,0.07777667157603396,0.16548451013034848,0.975609756097561,0.975609756097561,0.0
358,"[30, 15, 10]",0.05,16,sigmoid,0.05,3,55,18.333333333333332,0.6938636477268998,0.6938640208480198,0.5,0.5,0.0
359,"[30, 15, 10]",0.05,16,sigmoid,0.1,3,55,18.333333333333332,0.6938663664145984,0.6938719068702814,0.5,0.5,0.0
360,"[30, 15, 10]",0.05,16,sigmoid,0.5,3,55,18.333333333333332,0.16854520921812866,0.17137781616223843,0.975609756097561,0.975609756097561,0.0
361,"[30, 15, 10]",0.1,4,relu,0.05,3,55,18.333333333333332,0.08620252702541684,0.16866142192867895,0.975609756097561,0.9634146341463414,0.012195121951219523
362,"[30, 15, 10]",0.1,4,relu,0.1,3,55,18.333333333333332,0.10557774249010556,0.1925426616532587,0.975609756097561,0.975609756097561,0.0
363,"[30, 15, 10]",0.1,4,relu,0.5,3,55,18.333333333333332,0.09273178353746551,0.260046203149212,0.975609756097561,0.975609756097561,0.0
364,"[30, 15, 10]",0.1,4,sigmoid,0.05,3,55,18.333333333333332,0.696959001454761,0.6969588148032264,0.5,0.5,0.0
365,"[30, 15, 10]",0.1,4,sigmoid,0.1,3,55,18.333333333333332,0.6969637957267648,0.696964207496945,0.5,0.5,0.0
366,"[30, 15, 10]",0.1,4,sigmoid,0.5,3,55,18.333333333333332,0.10559521615740367,0.11986345361811976,0.975609756097561,0.975609756097561,0.0
367,"[30, 15, 10]",0.1,8,relu,0.05,3,55,18.333333333333332,0.09976154597132969,0.14195922945412418,0.9780487804878049,0.9512195121951219,0.02682926829268295
368,"[30, 15, 10]",0.1,8,relu,0.1,3,55,18.333333333333332,0.2649028336875905,0.27316416019509543,0.8097560975609757,0.8292682926829268,-0.019512195121951126
369,"[30, 15, 10]",0.1,8,relu,0.5,3,55,18.333333333333332,0.10757463106744376,0.2335636070314155,0.973170731707317,0.9634146341463414,0.009756097560975618
370,"[30, 15, 10]",0.1,8,sigmoid,0.05,3,55,18.333333333333332,0.6980083277470427,0.6980086067026137,0.5,0.5,0.0
371,"[30, 15, 10]",0.1,8,sigmoid,0.1,3,55,18.333333333333332,0.6979215363872296,0.6979244694443232,0.5,0.5,0.0
372,"[30, 15, 10]",0.1,8,sigmoid,0.5,3,55,18.333333333333332,0.13337845039536808,0.15937307640585782,0.973170731707317,0.9634146341463414,0.009756097560975618
373,"[30, 15, 10]",0.1,16,relu,0.05,3,55,18.333333333333332,0.09591985911331233,0.13260182282292846,0.975609756097561,0.9634146341463414,0.012195121951219523
374,"[30, 15, 10]",0.1,16,relu,0.1,3,55,18.333333333333332,0.09830494644039228,0.10739881981308173,0.975609756097561,0.975609756097561,0.0
375,"[30, 15, 10]",0.1,16,relu,0.5,3,55,18.333333333333332,0.08084854862107642,0.18019633125167242,0.975609756097561,0.9634146341463414,0.012195121951219523
376,"[30, 15, 10]",0.1,16,sigmoid,0.05,3,55,18.333333333333332,0.6952186871889935,0.6952191102187635,0.5,0.5,0.0
377,"[30, 15, 10]",0.1,16,sigmoid,0.1,3,55,18.333333333333332,0.6952039524886334,0.6952088660477564,0.5,0.5,0.0
378,"[30, 15, 10]",0.1,16,sigmoid,0.5,3,55,18.333333333333332,0.11976752048768724,0.13529443664888618,0.975609756097561,0.975609756097561,0.0
